-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0
-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0
-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0
-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0
-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0
-2	16	36	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	68	-2	16	64	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0
0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	-2	16	8	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0
-2	16	17	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-127	-2	16	-128	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	32	-2	16	36	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	68	-2	16	64	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0
-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	34	5	0	7	5	0	7	5	0	7	5	0	7	5	0	7	5	0	7	5	1	7	5	2	7	-2	16	72	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0
-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	50	5	0	8	5	0	8	5	0	8	5	0	8	-2	16	-5	5	0	8	5	1	8	5	2	8	-2	16	-56	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0
