5	8	5	5	9	5	5	10	5	5	11	5	5	12	5	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	5	8	5	5	9	5	5	10	5	5	11	5	5	12	5	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	5	8	5	5	9	5	5	10	5	5	11	5	5	12	5
5	8	6	5	9	6	5	10	6	5	11	6	5	12	6	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	8	6	5	9	6	5	10	6	5	11	6	5	12	6	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	8	6	5	9	6	5	10	6	5	11	6	5	12	6
5	8	7	5	9	7	5	10	7	5	11	7	5	12	7	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	8	7	5	9	7	5	10	7	5	11	7	5	12	7	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	8	7	5	9	7	5	10	7	5	11	7	5	12	7
5	8	8	5	9	8	5	10	8	5	11	8	5	12	8	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	8	8	5	9	8	5	10	8	5	11	8	5	12	8	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	1	18	5	8	8	5	9	8	5	10	8	5	11	8	5	12	8
5	8	9	5	9	9	5	10	9	5	11	9	5	12	9	5	8	9	5	9	9	5	10	9	5	11	9	5	12	9	5	8	9	5	9	9	5	10	9	5	11	9	5	12	9	5	8	9	5	9	9	5	11	12	5	8	9	5	9	9	5	10	9	5	11	9	5	12	9	5	11	12	5	12	9	5	8	9	5	9	9	5	10	9	5	11	9	5	12	9	5	8	9	5	9	9	5	10	9	5	11	9	5	12	9	5	8	9	5	9	9	5	10	9	5	11	9	5	12	9
5	8	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	11	13	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	11	13	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	12	10
5	8	11	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	11	14	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	11	14	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	12	10
5	8	9	5	9	9	5	10	9	5	11	9	5	12	9	5	8	9	5	9	9	5	10	9	5	11	9	5	12	9	5	8	9	5	9	9	5	10	9	5	11	9	5	12	9	5	8	9	5	10	13	5	11	13	5	10	10	5	13	13	5	14	13	5	15	13	5	10	10	5	11	13	5	12	13	5	8	9	5	9	9	5	10	9	5	11	9	5	12	9	5	8	9	5	9	9	5	10	9	5	11	9	5	12	9	5	8	9	5	9	9	5	10	9	5	11	9	5	12	9
5	8	10	5	9	10	5	10	10	5	11	10	5	12	10	5	8	10	5	9	10	5	10	10	5	11	10	5	12	10	5	8	10	5	9	10	5	10	10	5	11	10	5	12	10	5	8	10	5	10	14	5	11	14	5	12	14	5	13	14	5	14	14	5	15	14	5	10	14	5	11	14	5	12	14	5	8	10	5	9	10	5	10	10	5	11	10	5	12	10	5	8	10	5	9	10	5	10	10	5	11	10	5	12	10	5	8	10	5	9	10	5	10	10	5	11	10	5	12	10
5	8	11	5	9	11	5	10	11	5	11	11	5	12	11	5	8	11	5	9	11	5	10	11	5	11	11	5	12	11	5	8	11	5	9	11	5	10	11	5	11	11	5	12	11	5	8	11	5	10	15	5	11	15	5	12	15	5	13	15	5	14	15	5	15	15	5	10	15	5	11	15	5	12	15	5	8	11	5	9	11	5	10	11	5	11	11	5	12	11	5	8	11	5	9	11	5	10	11	5	11	11	5	12	11	5	8	11	5	9	11	5	10	11	5	11	11	5	12	11
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	5	10	16	5	11	16	5	12	16	5	13	16	5	14	16	5	15	16	5	10	16	5	11	16	5	12	16	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	5	0	19	5	1	19	5	2	19	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	5	0	17	5	1	17	5	2	17	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	5	0	18	5	1	18	5	2	18	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	5	4	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	4	4	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	5	0	18	5	1	18	5	2	18	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	5	19	12
-1	0	0	-1	0	0	1	3	6	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	5	19	12	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	5	0	18	5	1	18	5	2	18	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
